FREQ_X_1,FREQ_X_2,FREQ_X_3,FREQ_X_4,FREQ_X_5,FREQ_X_6,FREQ_X_7,FREQ_X_8,FREQ_X_9,FREQ_X_10,FREQ_X_11,FREQ_X_12,FREQ_X_13,FREQ_Y_1,FREQ_Y_2,FREQ_Y_3,FREQ_Y_4,FREQ_Y_5,FREQ_Y_6,FREQ_Y_7,FREQ_Y_8,FREQ_Y_9,FREQ_Y_10,FREQ_Y_11,FREQ_Y_12,FREQ_Y_13,FREQ_Z_1,FREQ_Z_2,FREQ_Z_3,FREQ_Z_4,FREQ_Z_5,FREQ_Z_6,FREQ_Z_7,FREQ_Z_8,FREQ_Z_9,FREQ_Z_10,FREQ_Z_11,FREQ_Z_12,FREQ_Z_13,M_X,M_Y,M_Z,S_X,S_Y,S_Z,M2_X,M2_Y,M2_Z,CLASS
0.00900399826770537,0.0132182680727826,0.00533327556901432,0.00114759272595229,0.00456755483745216,0.00396860416848194,0.0117465654911734,0.0113578756479023,0.00436624297367395,0.00598140602188165,0.00397274798500349,0.00503521591946291,0.00410372524924909,0.0104943989828693,0.0143517676514867,0.00376373203797488,0.00100466733711943,0.0104348345984112,0.00278594581878193,0.00800131134406549,0.00637252139585638,0.00561213220817867,0.0103806827195831,0.00844560600259681,0.0033183939291627,0.00649513838843521,0.00623773067012396,0.0470880105994483,0.0162232242687661,0.0301322518483522,0.0397423622199232,0.0155827517334088,0.157231190164899,0.176098555421053,0.0547572876620902,0.0436667089778144,0.0142524204774041,0.0419995578028185,0.000940321657536355,0.00644639022536427,0.00703547172419399,0.0495347979618183,0.0036713029211106,0.00379547067567925,0.0547395586528864,0.00503521591946291,0.00649513838843521,0.0397423622199232,Action
0.0446771707902082,0.0155457678623646,0.0144277202157187,0.0207186736140526,0.0222673399832777,0.00848315857294983,0.0158151692546324,0.0258635535574922,0.0171931609988562,0.0213503647613605,0.0188903769769739,0.00973589768006895,0.0158337192459418,0.0484637909209165,0.0319451444077774,0.0164636601977688,0.0180661290284354,0.0286881090880172,0.00965972785854912,0.00732541665398992,0.0136172690064043,0.0140122144033777,0.019623200834986,0.0159534166708629,0.013447379846329,0.0151654380155531,0.0688255350785397,0.0380280218003938,0.0567633625848391,0.149431643496616,0.170689303095451,0.0620356182911221,0.192341936472684,0.243210450971367,0.143129707338481,0.0941356901432004,0.0643949475647082,0.0511669420405055,0.0371289063956403,0.0192924671933767,0.019417761302536,0.105483235790273,0.00902393678908841,0.0110573557583873,0.066900842683877,0.0171931609988562,0.0159534166708629,0.0688255350785397,Action
0.00875819333225529,0.00675183199500835,0.0264993760276618,0.0169983113435246,0.00415497956700024,0.011078282295785,0.0423371301250778,0.00410014060239071,0.00697259317059904,0.00598952006229669,0.0150702191861673,0.00523996822823225,0.0127971637815528,0.0280815994704371,0.00444970324634165,0.00461237632269101,0.0257151429333954,0.0247625566899465,0.0171888529927437,0.0108325771421375,0.00988389393907994,0.00608815577040887,0.00907627489589125,0.0120163992822349,0.00951244186667942,0.0134326656193029,0.0435767685421432,0.0603839509884456,0.122480494719108,0.093376020154714,0.0722784067216172,0.118608523994888,0.34448022775998,0.0550836506137945,0.0530305140628756,0.0586682194615014,0.0653183727384019,0.0419792025105008,0.0229779754266067,0.0128267469013502,0.0135117415516377,0.0886340252072751,0.0109036903138021,0.00804147522029931,0.0821288344813575,0.00875819333225529,0.0108325771421375,0.0603839509884456,Action
0.0218087078468119,0.0112487204122714,0.00556967604180922,0.0361542343599399,0.0270588314282313,0.027774944501195,0.0407194925622884,0.04704445996964,0.0219323897215062,0.0183789678186197,0.0155149189124917,0.0173718033574092,0.0133146841011839,0.0197856317091404,0.0294506355680443,0.0041416564227743,0.018264071926483,0.0119424576035765,0.0189226759536942,0.0132847089793004,0.031294312482185,0.0179827904599396,0.0273677015383516,0.00934801444478661,0.0229738796985876,0.0143031880362256,0.0655199698018935,0.0749057745193387,0.057698663913527,0.144726582602007,0.131692507726161,0.21133550655043,0.168935019764446,0.2437175468479,0.0839742690558612,0.0447383067663477,0.0474522937468744,0.062764457519904,0.000998605113009901,0.0233762946948768,0.0183893634479299,0.102958423379054,0.0120758500174657,0.00796865134152242,0.0716246964445036,0.0218087078468119,0.018264071926483,0.0749057745193387,Action
0.0187368192033114,0.00408779650942096,0.0411213580061784,0.0271678847792753,0.0112552878732319,0.0301890065275998,0.0340761529883698,0.0313378874021532,0.00702889694534317,0.00657596213512513,0.0299685334736937,0.00828737345682031,0.0274756809257953,0.0177057077910604,0.0062835382935435,0.00932436549430155,0.00988284451911415,0.00901660482284989,0.0411708238452463,0.00758576965329197,0.0157332296533929,0.0046676686008965,0.0139265776027686,0.0317493129755873,0.0140705049352746,0.0277839292587333,0.0491243056623372,0.0239863311555488,0.0894199322943282,0.0770052975142227,0.0678297545697051,0.134728040520452,0.172795482918907,0.102064596088414,0.0939093910193199,0.0962992886910599,0.0572001423379082,0.0041361624346927,0.0440980624356738,0.021331433863563,0.0160692982650816,0.07789206058789,0.0125070243015784,0.0110143639538767,0.0450880087983791,0.0271678847792753,0.0139265776027686,0.0770052975142227,Action
0.00695221880210494,0.0399854806436276,0.0687591457756645,0.0156567775420354,0.0208754247308285,0.0155087373740538,0.0264031283271692,0.0390505028566117,0.00499159030217612,0.0331171815014364,0.0182810452278342,0.0219469700221671,0.00870666150131017,0.012511701886228,0.0231490484794773,0.0256980789586541,0.00638264897331684,0.0103239176586303,0.00469410017826573,0.00958728731045531,0.047963392773177,0.0038672633473275,0.043483979514547,0.036383162935414,0.0219352808988317,0.0137690408212491,0.0364645832571528,0.107831039452342,0.217556824379957,0.0401134630448424,0.0482542715374247,0.0632477355885822,0.0663922649734887,0.183724109648534,0.016079228373515,0.118805309284653,0.065393320784785,0.0289315324297865,0.00945840183236165,0.0246334511236169,0.0199806849027365,0.0770963141990327,0.0174244653960611,0.0147899187386488,0.0637015015279082,0.0208754247308285,0.0137690408212491,0.0632477355885822,Action
0.0153635727603508,0.0257891958383022,0.0249120581313453,0.0549662297348469,0.0393015142562869,0.0234914138556402,0.0349315651295916,0.0503046829432454,0.0152425549958028,0.00921871111120651,0.0160678137028941,0.00091567762374082,0.0175841527288262,0.0161383737052359,0.00829455750438341,0.00440533527435384,0.0147939079290522,0.011675982521539,0.0122917944803525,0.0531853389964659,0.0382964653093628,0.0104456454906278,0.0104818656992786,0.0264317421454761,0.0150024198230514,0.0256720191968535,0.0543308184435533,0.051757895214558,0.0723631202993599,0.219826050636182,0.219374941600192,0.136761046348295,0.203638737463758,0.0974947712720422,0.0536868617213576,0.0397532340153319,0.0432245024303207,0.0348544604196682,0.0250092400317869,0.02523762637016,0.0190088806212333,0.096313513838185,0.0157997742668386,0.0137070083310089,0.0733558617355654,0.0234914138556402,0.0147939079290522,0.0543308184435533,Action
0.0203888617587745,0.0342290080055229,0.0188766245780264,0.0127424990855871,0.010084673413051,0.0206731659493286,0.0436944671450582,0.0363290542299175,0.0103568010833794,0.0134866663987385,0.00573759731382924,0.0128315877525176,0.0208532872828578,0.0185777563588943,0.0282935471355733,0.0141309521190753,0.00379665611708291,0.00228003578433203,0.00482307894278381,0.0259959584581477,0.0406798110741976,0.0175608595515717,0.010734263958432,0.00823642439373983,0.00550792176851895,0.0135904033348121,0.0121225948874573,0.120429896523893,0.0666128320444676,0.0604264361792615,0.0656711825439023,0.171216233414403,0.287439233232949,0.209029289960917,0.0541463922195709,0.0178950912372329,0.0507739586424977,0.0331620217854138,0.0133549262274607,0.0200218687689684,0.0149390514613201,0.0894061606845713,0.0114539685979345,0.011269644280674,0.0845942939575637,0.0188766245780264,0.0135904033348121,0.0604264361792615,Action
0.0133234945144027,0.00773250689175495,0.0191316058319956,0.0167429702058157,0.0195869370389123,0.0216065265821313,0.0265017400178271,0.00872202222985342,0.0242124268333504,0.0153331947108431,0.00562560576001781,0.00756611968779973,0.0124735986489074,0.00359773101186066,0.0025994088380969,0.00437119616772105,0.00969522057069161,0.011894847212852,0.0135535072209304,0.0141566225677997,0.00716721839296141,0.0207039380650397,0.0206300962285599,0.00570485957365635,0.00642111786302666,0.011487592859509,0.0692826861323591,0.0645470716774907,0.125957186434725,0.0530830394233472,0.120400178882927,0.154573774715216,0.284960238003784,0.0897594165747299,0.143680716397303,0.103487975889917,0.00591884812602974,0.0376097277849694,0.0393002338636223,0.0152737499195086,0.0101525658902081,0.09942777645434,0.00674323499946155,0.00598466336893777,0.0713729924698706,0.0153331947108431,0.00969522057069161,0.0897594165747299,Action
0.0107451540550859,0.00627314520253356,0.0111591457652237,0.00901140661281563,0.0165756352353239,0.0355170936871228,0.0114106767835645,0.0218873245166802,0.00899626640138503,0.00661661678246241,0.00401174772004191,0.00173066775660563,0.00296519613858266,0.00866873428771883,0.0105362324202267,0.0143885599693103,0.0125698840612158,0.00220894876663899,0.00937635587984552,0.00728633601618692,0.0181592716002308,0.0164079531331849,0.0137243915217528,0.0173079612073628,0.00378848792495054,0.0127475698902952,0.0298335844015882,0.0438131701042738,0.0527144913868918,0.0421512085776824,0.0949111529222583,0.28251603873892,0.0532244098169132,0.113189355690237,0.072450629674981,0.0511046313162246,0.0598592366043456,0.0308101859194373,0.0313260883687468,0.0113000058967252,0.0113208220522246,0.0736849371940384,0.00912249613815592,0.00495599406767755,0.0674689266826477,0.00901140661281563,0.0125698840612158,0.0527144913868918,Action
