timestamp; x; y; z;
0.000000; 0.026215; -0.377396; -0.959824;
0.010013; 0.019958; -0.375671; -0.952850;
0.020025; 0.014053; -0.377502; -0.946106;
0.030037; 0.010666; -0.379745; -0.938431;
0.040049; 0.004257; -0.385040; -0.931351;
0.050062; 0.003342; -0.387863; -0.931412;
0.060074; 0.006653; -0.388428; -0.937195;
0.070086; 0.010269; -0.384552; -0.943680;
0.080099; 0.016479; -0.377487; -0.944962;
0.090111; 0.017456; -0.377441; -0.949982;
0.100123; 0.018707; -0.379364; -0.950562;
0.110135; 0.022720; -0.380020; -0.952988;
0.120148; 0.024933; -0.383621; -0.954193;
0.130160; 0.022415; -0.384323; -0.943863;
0.140172; 0.016907; -0.386215; -0.930786;
0.150184; 0.008255; -0.392181; -0.922546;
0.160197; 0.001221; -0.398361; -0.915970;
0.170209; -0.002274; -0.404510; -0.909576;
0.180221; -0.003403; -0.405945; -0.907745;
0.190233; -0.001358; -0.397446; -0.907333;
0.200246; -0.000046; -0.386719; -0.904907;
0.210258; -0.009613; -0.382629; -0.916183;
0.220270; -0.009811; -0.385483; -0.924133;
0.230282; -0.002563; -0.387756; -0.934341;
0.240294; 0.002548; -0.386520; -0.949997;
0.250306; 0.011673; -0.380020; -0.957275;
0.260318; 0.019562; -0.377426; -0.953049;
0.270330; 0.014557; -0.383453; -0.941574;
0.280343; 0.004333; -0.390884; -0.931091;
0.290355; 0.001282; -0.395996; -0.919281;
0.300367; -0.002487; -0.395325; -0.907791;
0.310380; -0.005997; -0.392136; -0.898331;
0.320392; -0.009323; -0.392349; -0.893906;
0.330404; -0.013000; -0.390259; -0.896378;
0.340416; -0.005020; -0.386002; -0.915146;
0.350429; 0.007492; -0.376755; -0.932877;
0.360441; 0.004593; -0.376312; -0.944427;
0.370453; -0.003586; -0.375473; -0.952499;
0.380465; -0.004898; -0.381241; -0.956863;
0.390478; 0.000244; -0.386276; -0.959534;
0.400490; -0.009399; -0.370941; -0.965469;
0.410502; -0.007553; -0.372269; -0.954773;
0.420514; -0.005264; -0.374100; -0.940735;
0.430527; -0.013687; -0.376572; -0.923737;
0.440539; -0.017166; -0.383743; -0.906647;
0.450551; -0.022705; -0.390717; -0.897522;
0.460563; -0.022629; -0.392776; -0.890747;
0.470576; -0.021011; -0.391968; -0.894455;
0.480588; -0.022232; -0.402054; -0.907944;
0.490600; -0.019241; -0.410675; -0.927841;
0.500613; -0.007111; -0.396393; -0.947433;
0.510625; 0.009674; -0.379684; -0.943008;
0.520637; 0.019592; -0.386093; -0.933228;
0.530649; 0.014862; -0.385300; -0.932770;
0.540662; 0.008057; -0.384003; -0.928024;
0.550674; 0.002274; -0.390244; -0.921814;
0.560686; -0.007111; -0.390915; -0.899872;
0.570698; -0.011505; -0.382401; -0.893753;
0.580711; 0.001678; -0.360962; -0.914185;
0.590723; -0.006912; -0.367874; -0.912338;
0.600735; -0.013794; -0.370789; -0.922714;
0.610747; -0.016846; -0.373108; -0.938202;
0.620760; -0.015686; -0.379791; -0.947296;
0.630772; -0.007782; -0.370621; -0.957642;
0.640784; -0.002991; -0.353195; -0.957794;
0.650797; -0.010178; -0.353012; -0.947189;
0.660809; -0.017044; -0.362640; -0.942322;
0.670821; -0.018677; -0.376480; -0.937073;
0.680833; -0.012466; -0.379089; -0.928070;
0.690846; -0.005447; -0.384094; -0.945740;
0.700858; -0.003647; -0.393585; -0.940872;
0.710870; -0.001724; -0.398422; -0.942749;
0.720882; 0.002686; -0.404358; -0.943512;
0.730895; 0.002747; -0.414551; -0.941299;
0.740907; 0.005875; -0.420044; -0.937775;
0.750919; 0.014297; -0.412781; -0.930237;
0.760931; 0.017914; -0.390152; -0.931778;
0.770944; 0.012955; -0.377945; -0.931900;
0.780956; 0.005524; -0.376205; -0.932312;
0.790968; 0.000320; -0.378006; -0.933746;
0.800981; -0.010696; -0.377640; -0.929657;
0.810993; -0.020325; -0.374664; -0.915970;
0.821005; -0.021973; -0.373749; -0.912170;
0.831017; -0.026566; -0.381058; -0.917358;
0.841030; -0.021484; -0.375870; -0.929672;
0.851042; -0.014832; -0.367294; -0.936340;
